Time:128Hz,Epoch,AF3,F7,F3,FC5,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,7777.6923828125,4482.0512695312,2046.7949218750,7384.8715820312,2818.5898437500,5503.8461914062,6770.3847656250,6198.5898437500,,,
0.0078125000,0,1989.4871826172,5897.3076171875,5498.3334960938,5765.5126953125,6658.2050781250,6279.6152343750,2345.8974609375,8362.1796875000,33552,0.0078125000,0.0000000000
0.0156250000,0,7076.0258789062,4747.0512695312,7380.6411132812,6607.5639648438,2842.5642089844,5888.4614257812,6422.6923828125,866.1538085938,,,
0.0234375000,0,4454.3588867188,4156.5385742188,6470.7690429688,1921.5384521484,5735.0000000000,922.4359130859,462.4358825684,5651.6665039062,,,
0.0312500000,1,7304.7436523438,608.7179565430,8005.0000000000,7454.3588867188,5836.7949218750,3281.6667480469,4102.4360351562,4925.8974609375,33552,0.0312500000,0.0000000000
0.0390625000,1,7777.3076171875,1104.4871826172,4659.1025390625,442.9486999512,3914.3588867188,3287.0512695312,4278.2050781250,831.1538085938,33552,0.0312500000,0.0000000000
0.0468750000,1,1420.2563476562,2681.1538085938,17.0512733459,2731.6667480469,762.9487304688,7977.9487304688,1141.7949218750,2207.1794433594,33552,0.0468750000,0.0000000000
0.0546875000,1,3094.2307128906,620.2564086914,6901.6665039062,5661.4101562500,5105.6411132812,5795.3847656250,5348.8461914062,4107.0512695312,,,
0.0625000000,2,7094.8715820312,7152.8203125000,1615.2563476562,992.5640869141,7480.2563476562,2161.9230957031,3369.3588867188,3298.7180175781,33552,0.0625000000,0.0000000000
0.0703125000,2,6380.7690429688,6907.9487304688,2700.7692871094,1723.3333740234,294.2307739258,2261.0256347656,6008.5898437500,6018.3334960938,33552,0.0625000000,0.0000000000
0.0781250000,2,6444.1025390625,4130.1284179688,6076.5385742188,3426.5385742188,5965.1284179688,7102.8203125000,4811.9228515625,2572.8205566406,33552,0.0781250000,0.0000000000
0.0859375000,2,5267.9487304688,5330.6411132812,643.8461303711,7035.8974609375,7599.2309570312,3393.2050781250,6993.2050781250,5585.7690429688,,,
0.0937500000,3,7607.1796875000,6438.0771484375,1357.6922607422,3416.7949218750,6111.9228515625,3852.0512695312,1611.4102783203,5886.9228515625,33552,0.0937500000,0.0000000000
0.1015625000,3,3504.4870605469,596.0256347656,4955.0000000000,1850.7691650391,2606.1538085938,7293.5898437500,2673.8461914062,3857.0512695312,33552,0.0937500000,0.0000000000
0.1093750000,3,656.4102783203,2755.3845214844,6196.9228515625,4334.6152343750,4007.5642089844,7322.8203125000,6968.8461914062,4386.9228515625,33552,0.1093750000,0.0000000000
0.1171875000,3,1202.8205566406,5181.9228515625,2672.5642089844,484.8717956543,6025.3847656250,3550.8974609375,725.8973999023,3682.3076171875,,,
0.1250000000,4,5941.1538085938,2678.0769042969,6787.3076171875,3626.5385742188,6782.1796875000,6396.6665039062,7020.7690429688,8136.7949218750,33552,0.1250000000,0.0000000000
0.1328125000,4,5644.7436523438,4741.5385742188,4207.0512695312,43.2051200867,5050.0000000000,4506.5385742188,469.6153869629,5637.8203125000,33552,0.1250000000,0.0000000000
0.1406250000,4,4990.6411132812,2227.9487304688,8347.6923828125,1707.6922607422,1191.0256347656,6464.4873046875,567.8204956055,6962.4360351562,33552,0.1406250000,0.0000000000
0.1484375000,4,4897.4360351562,6798.8461914062,5947.0512695312,7182.8203125000,710.0000000000,6713.4614257812,3686.9230957031,5549.7436523438,,,
0.1562500000,5,1236.7949218750,4233.2050781250,2053.8461914062,6828.4614257812,808.0769042969,947.1795043945,7488.5898437500,7882.6923828125,33552,0.1562500000,0.0000000000
0.1640625000,5,6904.8715820312,6620.6411132812,2755.2563476562,5905.0000000000,114.2307586670,792.0512695312,2548.3332519531,3579.8718261719,33552,0.1562500000,0.0000000000
0.1718750000,5,7091.2822265625,1106.1538085938,5207.5639648438,3526.5385742188,1402.9487304688,7669.4873046875,7453.3334960938,401.7948608398,33552,0.1718750000,0.0000000000
0.1796875000,5,3548.5898437500,5505.1284179688,826.5384521484,4255.1284179688,6628.4614257812,415.1282043457,5947.9487304688,5388.0771484375,,,
0.1875000000,6,992.1795043945,6680.2563476562,199.8717803955,6236.1538085938,1213.0769042969,728.2051391602,7678.4614257812,4154.2309570312,33552,0.1875000000,0.0000000000
0.1953125000,6,2832.9487304688,8263.7177734375,6742.8203125000,8015.8974609375,561.1538085938,3279.6154785156,1903.9743652344,1705.1281738281,33552,0.1875000000,0.0000000000
0.2031250000,6,1535.7691650391,5460.7690429688,850.1281738281,2391.2819824219,4349.4873046875,4191.6665039062,5087.0512695312,257.8204956055,33552,0.2031250000,0.0000000000
0.2109375000,6,2554.1025390625,1584.6153564453,3507.1794433594,5652.5639648438,6610.1284179688,7784.8715820312,5094.3588867188,6485.3847656250,,,
0.2187500000,7,8288.0771484375,6576.1538085938,2918.9743652344,4584.6152343750,5463.2050781250,5794.6152343750,7585.7690429688,7501.5385742188,33552,0.2187500000,0.0000000000
0.2265625000,7,2463.9743652344,3064.3588867188,628.8461303711,4279.8715820312,602.6923217773,2995.7692871094,3157.0512695312,2197.3076171875,33552,0.2187500000,0.0000000000
0.2343750000,7,4255.7690429688,5192.9487304688,5593.0771484375,1333.8461914062,3069.1025390625,2257.6923828125,2488.7180175781,2118.4614257812,33552,0.2343750000,0.0000000000
0.2421875000,7,6115.8974609375,5917.8203125000,814.1025390625,8396.6669921875,1305.8974609375,3172.9487304688,919.6153564453,3396.1538085938,,,
0.2500000000,8,5083.0771484375,5434.2309570312,4112.8203125000,8369.1025390625,656.0256347656,6877.5639648438,311.4102478027,193.2051239014,33552,0.2500000000,0.0000000000
0.2578125000,8,3022.3076171875,6054.4873046875,1263.9743652344,5190.5126953125,210.3846130371,212.6923065186,1062.1794433594,93.5897369385,33552,0.2500000000,0.0000000000
0.2656250000,8,2690.7692871094,6821.4101562500,1283.9743652344,3859.4870605469,7917.4360351562,1163.4615478516,4549.6152343750,3835.5129394531,33552,0.2656250000,0.0000000000
