Time:128Hz,Epoch,AF3,F7,F3,FC5,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,6130.0000000000,2698.0769042969,4049.4870605469,7202.6923828125,1710.1281738281,7079.2309570312,2278.0769042969,5792.5639648438,33552,0.0000000000,0.0000000000
0.0078125000,0,2454.2307128906,8146.9228515625,3060.5129394531,222.9487152100,6315.3847656250,1251.9230957031,7425.8974609375,1337.8205566406,,,
0.0156250000,0,7120.3847656250,650.3845825195,8170.6411132812,1571.6666259766,4788.3334960938,7377.3076171875,6974.1025390625,7694.6152343750,33552,0.0156250000,0.0000000000
0.0234375000,0,996.7948608398,3807.8205566406,248.0769195557,7197.1796875000,2828.8461914062,7391.2822265625,7649.4873046875,3391.9230957031,,,
0.0312500000,1,58.0769157410,7185.3847656250,396.4102478027,4519.3588867188,33.8461456299,7327.9487304688,5629.8715820312,4029.7436523438,33552,0.0312500000,0.0000000000
0.0390625000,1,8137.5639648438,1730.0000000000,1403.9743652344,7293.9746093750,6346.5385742188,2248.8461914062,2157.9487304688,4945.3847656250,33552,0.0312500000,0.0000000000
0.0468750000,1,7837.6923828125,2851.0256347656,1272.9487304688,8240.1279296875,4322.4360351562,2480.7692871094,5517.1796875000,6231.5385742188,33552,0.0468750000,0.0000000000
0.0546875000,1,1238.2050781250,5688.4614257812,4387.8203125000,3041.7949218750,2977.3076171875,5469.2309570312,6638.9741210938,468.8461608887,,,
0.0625000000,2,1525.8974609375,6763.2050781250,235.2564086914,4985.1284179688,5673.2050781250,7655.1284179688,6232.4360351562,3074.7436523438,33552,0.0625000000,0.0000000000
0.0703125000,2,6630.7690429688,6461.6665039062,1243.9743652344,3359.6154785156,2683.7180175781,5259.6152343750,5851.4101562500,5593.0771484375,33552,0.0625000000,0.0000000000
0.0781250000,2,2385.2563476562,4414.6152343750,4780.0000000000,7790.5126953125,5133.9741210938,3513.5898437500,745.5128173828,3752.4357910156,33552,0.0781250000,0.0000000000
0.0859375000,2,3219.8718261719,4834.4873046875,97.4358901978,537.6923217773,6965.1284179688,7762.0512695312,2341.4101562500,7249.8715820312,,,
0.0937500000,3,3749.1025390625,75.7692184448,7978.7177734375,5264.4873046875,2687.6923828125,8093.9746093750,4585.8974609375,7948.9746093750,33552,0.0937500000,0.0000000000
0.1015625000,3,645.5128173828,8052.6923828125,2035.6409912109,3653.7180175781,5784.8715820312,3534.2307128906,6897.6923828125,3423.0769042969,33552,0.0937500000,0.0000000000
0.1093750000,3,6514.1025390625,4524.1025390625,3782.9487304688,7042.6923828125,4438.7177734375,347.5640869141,1321.4102783203,1068.4615478516,33552,0.1093750000,0.0000000000
0.1171875000,3,7881.9228515625,3655.3845214844,640.1281738281,6182.4360351562,3279.3588867188,3764.8718261719,2004.2307128906,7748.4614257812,,,
0.1250000000,4,558.3333129883,5496.2822265625,602.1795043945,515.3845825195,6281.1538085938,6697.4360351562,4868.5898437500,3551.2819824219,33552,0.1250000000,0.0000000000
0.1328125000,4,7729.3588867188,7687.4360351562,473.9743652344,7696.1538085938,6132.1796875000,7543.0771484375,5244.6152343750,7681.6665039062,33552,0.1250000000,0.0000000000
0.1406250000,4,5289.7436523438,2122.0512695312,5895.0000000000,5218.3334960938,1655.3846435547,4174.8715820312,390.7692260742,7041.5385742188,33552,0.1406250000,0.0000000000
0.1484375000,4,1602.9487304688,5290.6411132812,4127.1796875000,1391.7949218750,5126.0258789062,2383.4614257812,7288.8461914062,8207.9482421875,,,
0.1562500000,5,6002.5639648438,5782.8203125000,1130.2563476562,1481.4102783203,1072.4359130859,8219.2304687500,5230.2563476562,2478.3332519531,33552,0.1562500000,0.0000000000
0.1640625000,5,3397.4357910156,1921.7949218750,4393.3334960938,7411.2822265625,2779.1025390625,7353.4614257812,7637.9487304688,3869.6154785156,33552,0.1562500000,0.0000000000
0.1718750000,5,3273.7180175781,7362.0512695312,3327.6923828125,7279.2309570312,6351.7949218750,2718.5898437500,5350.8974609375,7405.6411132812,33552,0.1718750000,0.0000000000
0.1796875000,5,2599.4870605469,2023.9743652344,3422.9487304688,5808.7177734375,1500.1281738281,8073.2050781250,5942.1796875000,6112.6923828125,,,
0.1875000000,6,6519.3588867188,8047.9487304688,7124.2309570312,4353.0771484375,7485.0000000000,112.0512695312,6948.3334960938,3856.5385742188,33552,0.1875000000,0.0000000000
0.1953125000,6,4411.7949218750,7423.9746093750,4548.2050781250,6744.8715820312,7337.6923828125,1899.1025390625,6404.3588867188,95.2564010620,33552,0.1875000000,0.0000000000
0.2031250000,6,7010.8974609375,8204.6152343750,6475.7690429688,185.6410217285,1747.0512695312,2933.7180175781,4190.6411132812,4133.9741210938,33552,0.2031250000,0.0000000000
0.2109375000,6,2160.1281738281,415.5128173828,5482.8203125000,2410.3845214844,3237.5642089844,2258.2050781250,6886.7949218750,4608.2050781250,,,
0.2187500000,7,661.7948608398,4580.1284179688,7596.1538085938,2999.6154785156,397.4358825684,6198.9741210938,276.0256347656,6399.4873046875,33552,0.2187500000,0.0000000000
0.2265625000,7,3321.6667480469,5781.2822265625,7760.2563476562,5999.4873046875,4676.9228515625,2344.2307128906,5966.7949218750,5680.6411132812,33552,0.2187500000,0.0000000000
0.2343750000,7,4590.5126953125,1415.3846435547,2265.8974609375,5316.5385742188,1043.4615478516,7520.5126953125,2862.4357910156,233.4615325928,33552,0.2343750000,0.0000000000
0.2421875000,7,3193.0769042969,2285.0000000000,4939.2309570312,1715.3846435547,4383.9741210938,8238.2050781250,5955.3847656250,2690.1281738281,,,
0.2500000000,8,7633.5898437500,4243.8461914062,7986.5385742188,5222.5639648438,4739.3588867188,2720.8974609375,5849.1025390625,4519.6152343750,33552,0.2500000000,0.0000000000
0.2578125000,8,4060.7692871094,3240.1281738281,2741.9230957031,8202.4355468750,6816.6665039062,8301.4101562500,3454.3588867188,3244.7436523438,33552,0.2500000000,0.0000000000
0.2656250000,8,6948.8461914062,3227.5642089844,6325.5126953125,3886.2819824219,3512.9487304688,4201.2822265625,1349.1025390625,1883.2050781250,33552,0.2656250000,0.0000000000
0.2734375000,8,1318.5897216797,5345.2563476562,8256.0253906250,6632.5639648438,3100.3845214844,4817.5639648438,957.3076782227,3807.9487304688,,,
0.2812500000,9,5702.3076171875,5768.5898437500,838.7179565430,4090.0000000000,2244.8718261719,8333.7177734375,6281.5385742188,1017.5640869141,33552,0.2812500000,0.0000000000
0.2890625000,9,5538.5898437500,1334.4871826172,3463.0769042969,5860.5126953125,2449.2307128906,6146.6665039062,8061.4101562500,6364.6152343750,33552,0.2812500000,0.0000000000
0.2968750000,9,7561.4101562500,3936.6667480469,647.9487304688,3324.7436523438,2847.9487304688,5732.9487304688,2636.6667480469,7629.7436523438,33552,0.2968750000,0.0000000000
0.3046875000,9,3022.8205566406,3697.0512695312,1163.2050781250,2206.9230957031,218.9743499756,3064.6154785156,8109.2309570312,3316.4101562500,,,
0.3125000000,10,8021.5385742188,6384.6152343750,3011.6667480469,6572.8203125000,2649.8718261719,7463.0771484375,7523.3334960938,5703.7177734375,33552,0.3125000000,0.0000000000
0.3203125000,10,1327.9487304688,4917.5639648438,7692.3076171875,6576.7949218750,7862.6923828125,2706.9230957031,8226.9228515625,6188.2050781250,33552,0.3125000000,0.0000000000
0.3281250000,10,3648.3332519531,1631.2821044922,7766.5385742188,4431.6665039062,3599.7436523438,5274.7436523438,4134.2309570312,3857.3076171875,33552,0.3281250000,0.0000000000
0.3359375000,10,6221.5385742188,7251.7949218750,3383.5898437500,7296.6665039062,2595.3845214844,279.2307739258,2555.3845214844,3311.5385742188,,,
0.3437500000,11,325.6410217285,5345.3847656250,4203.8461914062,6315.6411132812,5979.7436523438,1905.7691650391,7969.3588867188,1184.8718261719,33552,0.3437500000,0.0000000000
0.3515625000,11,2263.0769042969,4335.1284179688,3108.5898437500,992.4359130859,3652.8205566406,7112.6923828125,1546.4102783203,2671.9230957031,33552,0.3437500000,0.0000000000
0.3593750000,11,7892.4360351562,3276.9230957031,2023.0769042969,6563.8461914062,1357.5640869141,6063.4614257812,2186.6667480469,677.9487304688,33552,0.3593750000,0.0000000000
0.3671875000,11,5226.6665039062,5887.8203125000,6419.4873046875,4894.4873046875,72.8205032349,833.2051391602,1601.6666259766,6897.5639648438,,,
0.3750000000,12,3424.8718261719,215.7692260742,889.4871826172,4639.3588867188,522.1795043945,7472.1796875000,9.4871702194,5129.1025390625,33552,0.3750000000,0.0000000000
0.3828125000,12,7177.1796875000,7400.3847656250,7378.9746093750,1607.5640869141,6391.0258789062,2763.3332519531,5958.5898437500,5905.8974609375,33552,0.3750000000,0.0000000000
0.3906250000,12,6064.8715820312,6093.7177734375,7428.9746093750,7014.8715820312,4945.0000000000,773.4615478516,3335.3845214844,7668.3334960938,33552,0.3906250000,0.0000000000
0.3984375000,12,7091.5385742188,4330.2563476562,835.7692260742,4384.3588867188,3590.8974609375,7760.5126953125,439.6153869629,7435.1284179688,,,
0.4062500000,13,1393.5897216797,1242.8205566406,5176.4101562500,7845.8974609375,1472.3077392578,6248.5898437500,7557.9487304688,2970.2563476562,33552,0.4062500000,0.0000000000
0.4140625000,13,1262.0512695312,4383.8461914062,3154.1025390625,5504.3588867188,7583.0771484375,3164.7436523438,2743.5898437500,3209.1025390625,33552,0.4062500000,0.0000000000
0.4218750000,13,47.1794776917,8009.2309570312,2756.0256347656,7317.3076171875,6871.7949218750,4302.9487304688,1266.7949218750,1841.0256347656,33552,0.4218750000,0.0000000000
0.4296875000,13,2700.6411132812,1728.5897216797,2786.1538085938,3503.5898437500,1199.1025390625,205.2564086914,4676.6665039062,7999.2309570312,,,
0.4375000000,14,1241.7949218750,498.0769042969,1064.7435302734,6162.0512695312,683.8461303711,4644.3588867188,3850.3845214844,7190.2563476562,33552,0.4375000000,0.0000000000
0.4453125000,14,5214.8715820312,7367.9487304688,6871.2822265625,168.0769195557,3310.0000000000,1188.7178955078,4957.8203125000,5552.5639648438,33552,0.4375000000,0.0000000000
0.4531250000,14,8359.3593750000,4352.8203125000,1785.8974609375,3009.7436523438,6745.0000000000,1693.5897216797,3752.9487304688,8065.6411132812,33552,0.4531250000,0.0000000000
0.4609375000,14,2681.0256347656,1083.0769042969,2023.0769042969,630.8973999023,372.1794738770,7239.2309570312,4501.0258789062,3156.0256347656,,,
0.4687500000,15,164.4871673584,3415.0000000000,7525.7690429688,2493.0769042969,4001.4101562500,8188.8461914062,61.6666564941,2952.8205566406,33552,0.4687500000,0.0000000000
0.4765625000,15,4563.9741210938,7226.6665039062,2733.7180175781,4169.2309570312,5832.5639648438,8113.7177734375,2872.0512695312,5875.2563476562,33552,0.4687500000,0.0000000000
0.4843750000,15,7613.4614257812,7792.8203125000,3374.3588867188,4716.7949218750,2626.4101562500,4157.4360351562,3110.8974609375,7928.8461914062,33552,0.4843750000,0.0000000000
0.4921875000,15,1136.2821044922,683.2051391602,3498.0769042969,5850.6411132812,6534.6152343750,3547.9487304688,4084.7436523438,1878.0769042969,,,
0.5000000000,16,7062.4360351562,5349.2309570312,2866.9230957031,2386.2819824219,3040.3845214844,7398.0771484375,2207.6923828125,911.2820434570,33552,0.5000000000,0.0000000000
0.5078125000,16,4720.0000000000,7335.8974609375,2466.7949218750,2946.6667480469,6224.7436523438,753.8461303711,4450.7690429688,3005.1281738281,33552,0.5000000000,0.0000000000
0.5156250000,16,4432.8203125000,7110.8974609375,8189.1025390625,4897.3076171875,717.0512695312,3437.9487304688,7797.3076171875,8060.1284179688,33552,0.5156250000,0.0000000000
0.5234375000,16,2333.0769042969,6621.5385742188,5973.8461914062,7541.5385742188,608.9743652344,1193.5897216797,1931.6666259766,569.3589477539,,,
